SelCoeff FST TD_EAS TD_NAM
161 0.433263 0.202574 -1.219581
239 0.459402 1.786641 0.190249
245 0.289201 0.906217 -0.351712
147 0.363188 -0.933151 0.067739
58 0.036112 -0.177409 -0.659723
134 0.401585 -1.532304 0.548598
107 0.106019 2.535064 1.155214
270 0.318931 -0.380443 -1.768578
109 0.075903 1.846208 0.648039
88 0.194494 -0.527853 1.450074
122 0.324409 -1.931808 -0.132221
96 0.032393 -1.286126 1.581254
61 0.058044 0.759873 0.311640
288 0.250124 -0.670641 1.301587
198 0.432314 -1.391544 -2.522202
233 0.253661 0.252482 2.961940
211 0.122575 -0.695533 1.071436
100 0.065225 1.588981 -0.431048
54 0.080214 -0.391485 -0.318248
41 0.176757 1.228428 1.217999
155 0.183045 2.662091 0.918154
28 0.239212 -0.948461 -0.097311
253 0.133117 -1.575808 -0.560598
112 0.009763 -0.059363 0.851057
9 0.101927 -0.245424 -1.729193
184 0.457037 0.007040 0.474065
64 0.152852 0.070777 -0.524455
113 0.044230 -1.434329 -1.084755
148 0.428662 -1.197320 1.050795
245 0.289727 1.458556 -0.464672
244 0.273955 -1.951410 -0.859576
280 0.194343 -0.100507 0.250259
251 0.560369 0.079533 -2.018978
82 0.530589 -0.782748 0.892291
252 0.174813 -0.322978 -1.068521
13 0.108660 -0.531358 -1.854399
71 0.327029 -0.192439 2.649715
291 0.172966 -0.589671 0.284837
5 0.242437 0.018161 2.393598
163 0.101159 -0.657328 0.126855
86 0.118716 0.357980 -0.552331
286 0.167197 -1.514984 -1.546647
54 0.145376 -0.218423 0.114644
87 0.115360 -0.972101 0.755908
146 0.115527 -1.137311 -0.739621
144 0.117536 -0.446312 -0.740989
114 0.266270 -1.541700 -0.707045
95 0.049688 -0.635191 1.049341
289 0.255000 -1.809305 0.656220
284 0.249588 -1.040950 -1.187364
58 0.038345 -0.301840 -0.614484
190 0.342723 1.145397 -1.749062
138 0.090551 -1.262848 -1.566610
157 0.086784 1.027292 0.501552
9 0.069287 -0.699616 -1.744743
141 0.255890 -0.765487 -1.131942
168 0.638677 -1.380168 0.754504
0 0.090071 -0.214319 1.844488
246 0.216279 0.886849 1.196630
127 0.571714 1.340959 -1.980966
267 0.154384 -0.397446 -0.857865
13 0.054326 -1.004994 -1.855938
147 0.370603 -0.953416 -0.036105
295 0.517037 1.996427 -0.150451
32 -0.009648 1.077673 1.767755
114 0.217211 -1.698487 -0.871638
117 0.216574 -0.447723 1.921677
178 0.237288 0.272079 2.535500
225 0.127760 -1.884362 -1.316772
80 0.059800 -2.011040 -1.425267
104 0.068725 -0.194734 0.695234
185 0.187147 -1.217993 -0.826620
99 0.200219 1.001698 0.867358
233 0.251217 1.052210 2.584356
211 0.115476 -0.505195 -0.487176
50 0.004735 -0.126357 1.954733
100 0.086473 1.174739 -0.662854
138 0.084619 -1.183123 -1.774656
182 0.477550 -1.363322 1.588786
69 0.096066 -1.452152 -1.351324
216 0.704146 0.945528 -0.588631
261 0.599332 -0.509836 -0.459322
76 0.111241 0.262475 -0.160287
192 0.192337 -0.639306 -0.926257
36 0.113616 2.495987 2.108490
232 0.150933 -1.705298 0.334653
17 0.171810 0.716505 -0.954621
210 0.153756 0.455278 0.430443
251 0.500204 -0.108112 -1.818431
122 0.329709 -1.728948 -0.093974
180 0.592572 -1.092410 1.219629
93 0.125807 -1.242680 -0.518233
108 0.065044 -0.377413 -0.145420
41 0.216228 1.416346 1.665681
255 0.402033 -0.610499 -1.471493
178 0.238867 0.499780 2.805192
275 0.033072 -1.622708 -2.524335
291 0.232636 -0.220303 1.081580
155 0.185186 2.841625 -0.026157
68 0.260899 -0.364382 1.906893
283 0.808593 -1.023558 0.709320
202 0.384334 0.825664 -0.614829
114 0.231372 -1.429682 -0.091882
269 0.367367 -2.115374 -2.369791
201 0.404757 2.194666 -0.358298
251 0.507439 0.283965 -1.957262
270 0.268110 -0.355684 -1.755559
242 0.069203 -1.277818 -1.151682
152 0.203984 -1.397935 -1.904510
80 0.068283 -0.633726 -1.062916
247 0.322662 2.296745 -2.513716
190 0.358623 1.021537 -1.714983
250 0.100074 -1.438776 -0.874679
14 0.065003 -1.313586 -1.713492
98 0.046717 -0.928044 -0.931102
61 0.049208 0.915189 1.262842
4 0.248187 -0.066735 2.171087
251 0.524780 -0.114660 -1.816755
212 0.146813 -0.946645 1.116165
282 0.113474 -0.281024 0.350436
172 0.238544 -0.237672 -0.320140
152 0.228157 -1.705438 -1.745939
294 0.544643 1.406097 -0.324587
153 0.185555 2.568838 0.655955
57 0.089925 0.971323 1.319337
288 0.228311 -0.200349 1.744378
132 0.175005 -1.046857 0.227272
68 0.240749 -0.657414 2.136175
230 0.258232 -1.777370 0.738015
50 -0.014740 -0.239180 1.503899
220 0.557941 -0.286555 0.065660
94 0.024399 -0.618567 0.494606
109 0.049823 2.421050 0.925492
289 0.194087 -1.343672 -0.048680
76 0.117308 0.560826 -0.365607
130 0.345348 0.279774 0.858578
154 0.186238 2.839142 0.197776
182 0.509822 -1.230287 0.770957
22 0.169619 -0.984292 0.024205
46 0.019090 -1.525936 0.819332
293 0.204971 0.066483 -0.660770
199 0.426853 -1.164099 -2.456868
293 0.221491 -0.121335 -1.161917
61 0.054662 1.336255 0.761498
101 0.185059 -0.857485 0.451946
228 0.723985 -1.550998 -0.695900
52 0.119535 -1.139027 1.659238
48 0.233643 -0.146122 0.490851
56 0.630025 -0.784972 -0.544895
156 0.503700 1.388819 -1.472282
24 0.124114 2.535382 2.571604
65 0.131409 0.858531 1.514498
188 0.153739 -2.220663 -1.065698
55 0.320174 -1.356484 -0.320674
4 0.260110 -0.322035 2.482168
284 0.274151 -0.762090 -1.263823
135 0.550337 2.584228 -0.088466
287 0.443392 -1.693927 0.449529
199 0.462105 -1.557659 -2.338570
243 0.091737 -2.080291 -0.923244
24 0.096730 1.545681 2.543557
69 0.070596 -0.936519 -1.564922
159 0.081450 -0.938342 1.612530
178 0.246720 0.498913 2.575740
237 0.196430 -0.968993 -0.955622
48 0.237602 -0.686327 1.541584
32 -0.017066 1.178745 0.424598
90 0.227313 0.396422 0.128380
153 0.183160 2.452302 0.846848
8 -0.012068 -1.013051 -0.877043
60 0.264400 -1.451497 0.714410
27 0.001182 -1.110595 1.149303
262 0.216325 -2.473499 -1.658537
85 0.147845 -1.125044 -0.180861
220 0.523496 -0.782754 -0.359349
162 0.095938 -0.786194 -0.160255
159 0.058983 -0.842612 0.327033
123 0.154911 -0.771073 0.277465
233 0.253412 0.447523 3.000608
294 0.553114 1.592066 -0.140761
140 0.203238 -1.675049 -0.757678
275 0.036874 -1.672791 -2.454067
51 0.079426 -0.244331 1.004115
180 0.601542 -0.553107 1.005793
107 0.108045 2.581844 0.625727
164 0.163974 -0.708885 1.111083
109 0.058209 1.441952 0.822839
229 0.061553 -1.660796 2.032528
114 0.232808 -1.562302 -0.216444
203 0.387111 1.799516 -0.079987
208 0.121059 -0.840052 0.721941
216 0.718572 1.649556 -0.127736
196 0.265766 -0.247075 2.149337
100 0.055827 1.455854 -0.231480
217 0.191956 -0.927111 1.680908
169 0.039209 -1.884778 -0.700497
60 0.268635 -1.161599 0.903263
144 0.116585 -0.402803 -1.256929
113 0.035346 -1.245409 -1.137914
118 0.158480 -0.498325 0.670186
196 0.227623 -0.235511 0.349108
257 0.237648 0.285328 -0.533446
236 0.128651 -1.445198 -0.070735
70 0.327674 -2.364027 2.412714
253 0.119053 -1.637644 -0.558417
254 0.289979 0.661102 -0.759154
180 0.567979 -1.104909 0.898529
144 0.083872 -0.474802 -0.074579
297 0.620094 -1.249296 1.237103
226 0.477499 -1.134868 0.697498
233 0.231888 0.749366 2.968856
176 0.202631 -1.369630 -1.935215
8 0.085442 1.227250 -0.579570
173 0.225178 -0.502281 -0.504929
67 -0.002004 1.495431 2.458199
286 0.136682 -1.157795 -1.668787
264 0.171660 1.169839 -0.605263
252 0.173362 -0.397062 -1.094871
192 0.149846 -0.703593 0.372024
299 0.542922 -1.368280 -0.706698
207 0.335471 0.460236 -0.857014
39 0.188446 -0.614930 -0.245932
149 0.388872 -0.947763 -0.284679
255 0.369552 -0.815229 -1.605142
49 -0.003970 -0.212785 1.512657
179 0.155385 0.275779 0.933009
288 0.196582 -0.174511 1.865726
181 0.921428 -1.238985 -1.976772
73 0.181694 -0.263107 -0.661094
180 0.559771 -1.341231 -0.304364
46 0.025046 -1.425224 0.745086
